id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
3225.json,false,The most significant driver of out-migration [from Rhode Island] is the estate tax.,"economy,state-budget,states,taxes",ocean-state-policy-research-institute,,Rhode Island,organization,0.0,2.0,0.0,0.0,1.0,a report,LIAR,0.0,0.0,0.2716
9171.json,false,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.,elections,dick-morris,,,none,0.0,2.0,0.0,0.0,0.0,"in a broadcast of Fox News' ""Hannity""",LIAR,0.0,0.0,0.0
11202.json,mostly-true,The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.,"jobs,labor,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a debate,LIAR,0.0,0.0,0.0
3781.json,half-true,"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over.","deficit,federal-budget,medicare,social-security,taxes,colbert-report",amy-kremer,"Chair, Tea Party Express",Georgia,tea-party-member,0.0,1.0,1.0,0.0,0.0,"an interview on ""The Colbert Report""",LIAR,0.0,0.0,-0.128
5402.json,mostly-true,"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.",corporations,new-jersey-senate-democrats,State Senators,New Jersey,democrat,0.0,0.0,0.0,1.0,0.0,a press release,LIAR,0.0,0.0,-0.0258
11614.json,half-true,It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.,"criminal-justice,education",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a speech.,LIAR,0.0,0.0,-0.6808
2588.json,mostly-true,"One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.","message-machine,taxes",christine-odonnell,Candidate for U.S. Senate,Delaware,republican,1.0,0.0,0.0,1.0,2.0,a campaign video,LIAR,0.0,0.0,0.0
2220.json,pants-fire,"Phoenix, Ariz., is the No. 2 kidnapping capital of the world.",immigration,courtney-combs,State representative,Ohio,republican,0.0,0.0,0.0,0.0,1.0,an appearance at the Cleveland City Club,LIAR,0.0,0.0,0.0
6710.json,false,David Cicilline is the 5th most liberal person in the House of Representatives.,"candidates-biography,job-accomplishments",bernard-jackvony,attorney,Rhode Island,republican,1.0,1.0,0.0,0.0,0.0,"an appearance on ""A Lively Experiment.""",LIAR,0.0,0.0,0.0
6009.json,true,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,"deficit,economy",rodney-frelinghuysen,,,republican,1.0,0.0,0.0,1.0,0.0,an e-mail newsletter,LIAR,0.0,0.0,0.3818
7798.json,barely-true,The IRS will have the ability potentially to deny or delay health care.,"health-care,taxes",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on Fox News' ""On the Record"" with Greta Van Susteren",LIAR,0.05,0.0,0.2023
1435.json,true,We cut taxes for 95 percent of working families.,"economy,stimulus,taxes,workers",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a State of the Union speech,LIAR,0.0,0.0,-0.2732
13201.json,half-true,Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.,"candidates-biography,foreign-policy,nuclear",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,"the vice presidential debate in Farmville, Va.",LIAR,0.2,0.0,0.4939
8080.json,false,We have no idea what is contained in [electronic cigarette] vapor.,"children,consumer-safety,government-regulation,legal-issues,public-health",teresa-tanzi,State representative,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a House debate,LIAR,0.0,0.0,-0.296
6430.json,barely-true,Bill Nelsons vote for the Affordable Care Act cuts $500 billion from Medicare to pay for new government programs.,"federal-budget,medicare,message-machine-2012",american-commitment,,,none,2.0,1.0,0.0,0.0,1.0,a TV ad,LIAR,0.0,0.0,0.1531
4481.json,true,Says Rick Perry provided in-state tuition... for illegal immigrants.,"education,immigration",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,"a Republican presidential debate in Tampa, Florida.",LIAR,0.0,0.0,-0.5574
391.json,mostly-true,We've won twice as many states. We've won a greater share of the popular vote.,elections,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an interview on the Today Show.,LIAR,0.0,0.0,0.9313
1146.json,barely-true,"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",health-care,barbara-boxer,U.S. Senator,California,democrat,2.0,0.0,3.0,4.0,1.0,an interview with Rachel Maddow,LIAR,0.0,0.0,0.1531
924.json,false,There are no earmarks in the stimulus bill.,"economy,stimulus",robert-gibbs,Former White House Press Secretary,,democrat,1.0,1.0,0.0,1.0,0.0,a comment at the daily White House press briefing.,LIAR,0.0,0.0,-0.296
6208.json,barely-true,The Wisconsin Retirement System for public employees is a self-funded pension plan and its the money of the workers that funds it.,"pensions,state-budget,state-finances,states",afscme,,,none,3.0,1.0,2.0,3.0,0.0,a radio appearance,LIAR,0.0,0.0,0.0
9005.json,barely-true,"With his proposal to cut income and property taxes, Scott Walker is increasing the state deficit at a time when borrowing is already at record levels.","debt,deficit,income,state-budget,state-finances,taxes",we-are-wisconsin,,Wisconsin,organization,1.0,1.0,1.0,0.0,0.0,an email,LIAR,0.0,0.0,-0.5859
9720.json,half-true,25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.,"drugs,health-care",dont-let-florida-go-pot,,,organization,0.0,0.0,2.0,1.0,0.0,on their website,LIAR,0.0,0.0,-0.7003
5332.json,barely-true,Says Gov. Bob McDonnells budget would cut pre-kindergarten programs.,"education,state-budget",george-barker,State senator,Virginia,democrat,1.0,0.0,0.0,0.0,0.0,a speech.,LIAR,0.0,0.0,-0.2732
12163.json,mostly-true,Youth unemployment in minority communities is about 40 to 45 percent.,"diversity,economy,jobs",peter-kinder,Lieutenant governor,Missouri,republican,0.0,0.0,0.0,1.0,1.0,a gubernatorial debate,LIAR,0.0,0.0,-0.4404
12540.json,half-true,There are 500 failing schools in North Carolina,"children,education,poverty",americans-prosperity-north-carolina-chapter,,,organization,0.0,0.0,1.0,0.0,0.0,an official statement,LIAR,0.0,0.0,-0.5106
7119.json,true,Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,"government-regulation,market-regulation",steve-cohen,U.S. Representative,Tennessee,democrat,0.0,0.0,1.0,0.0,1.0,a press release.,LIAR,0.0,0.0,-0.2023
9045.json,barely-true,Says Ronald Reagan got the Saudis to flood the market with cheap oil.,"energy,foreign-policy,history",michael-reagan,,,republican,1.0,0.0,0.0,0.0,0.0,an op-ed on Townhall.com,LIAR,0.0,0.0,0.0
5279.json,true,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.","jobs,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union speech,LIAR,0.0,0.0,0.0
11916.json,mostly-true,"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.","health-care,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,"the Republican debate in Charleston, S.C.",LIAR,0.0,0.0,0.0
11556.json,barely-true,"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video.","foreign-policy,terrorism",ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,the Fox Business Network debate,LIAR,0.0,0.0,-0.8316
12255.json,true,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.","campaign-finance,state-finances,taxes",ohio-democratic-party,,Ohio,democrat,4.0,1.0,2.0,2.0,2.0,a Facebook post,LIAR,0.0,0.0,-0.1027
6134.json,half-true,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.","elections,polls,voting-record",peter-barca,State Representative,Wisconsin,democrat,0.0,2.0,2.0,3.0,1.0,a speech,LIAR,0.0,0.0,-0.6126
2019.json,true,We spend three times more on entitlements and debt services than we do on defense.,"federal-budget,social-security",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a Facebook posting,LIAR,0.0,0.0,-0.25
2410.json,false,About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,state-budget,ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,a posting to the state's Office of Management and Budget website,LIAR,0.0,0.0,0.0
8079.json,half-true,President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,"congressional-rules,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a blog post,LIAR,0.05,0.0,-0.296
1903.json,mostly-true,"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.","energy,environment,oil-spill",bart-stupak,member of Congress,Michigan,democrat,0.0,1.0,0.0,1.0,0.0,a Congressional hearing,LIAR,0.0,0.0,0.0
12937.json,barely-true,"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.","marijuana,public-health",united-care,,,organization,1.0,0.0,0.0,1.0,0.0,a newspaper op-ed,LIAR,0.1,0.0,-0.0191
6438.json,false,"Says Tommy Thompson favors Obamas health care mandate, was publicly thanked by Obama for health reform support and that Thompson says we cant repeal Obamacare.","health-care,message-machine-2012,public-health",eric-hovde,,,republican,2.0,3.0,3.0,0.0,0.0,a radio ad,LIAR,0.0,0.0,0.8689
3843.json,true,It is a greater crime to have an untagged alligator than to host an open house party (for kids).,"Alcohol,animals,children,crime",kathleen-passidomo,state representative,Florida,republican,0.0,0.0,0.0,0.0,0.0,a newspaper article,LIAR,0.0,0.0,0.1779
9832.json,half-true,Cory Gardner is sponsoring a bill to ban all abortions right now.,"abortion,message-machine-2014,women",democratic-senatorial-campaign-committee,,,democrat,1.0,2.0,3.0,1.0,0.0,a campaign ad,LIAR,0.0,0.0,-0.5574
7821.json,barely-true,Says only 25 percent of Texas high school students graduate prepared for college or careers.,education,bill-hammond,"CEO, president, Texas Association of Business & Chambers of Commerce",Texas,republican,1.0,0.0,0.0,1.0,0.0,an Austin American-Statesman news story,LIAR,0.0,0.0,0.2263
4456.json,half-true,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",jobs,david-scott,Congressman ,Georgia,democrat,0.0,0.0,2.0,1.0,0.0,a WABE-FM (90.1) radio interview,LIAR,0.0,0.0,-0.296
11059.json,false,We dont have a (military) reserve force if something happens.,"immigration,military",joe-theismann,,Virginia,none,0.0,1.0,0.0,0.0,0.0,"a discussion on ""Outnumbered""",LIAR,0.0,0.0,0.0
2943.json,true,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.","economy,poverty,workers",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a Senate floor speech,LIAR,0.0,0.0,0.5574
2058.json,false,Phoenix is the kidnapping capital of the Western Hemisphere.,"crime,immigration",helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,1.0,1.0,0.0,0.0,0.0,a comment on her talk show,LIAR,0.0,0.0,0.0
7747.json,barely-true,Pentagon confirms they may court martial soldiers who hold Christian faith.,"military,religion",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,Web posts,LIAR,0.0,0.0,0.4215
10483.json,half-true,"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.","education,sports,state-budget,taxes",tweets,,,none,2.0,3.0,1.0,2.0,3.0,Twitter posts,LIAR,0.0,0.0,-0.2732
5398.json,true,Florida ranks 45th in the nation for tuition.,"education,state-budget",denise-grimsley,state representative,Florida,republican,0.0,0.0,0.0,0.0,0.0,a statement,LIAR,0.0,0.0,0.0
8752.json,mostly-true,Nine out of the 10 poorest states are Red states.,"corrections-and-updates,economy,elections,income,poverty,wealth",occupy-democrats,,,organization,0.0,4.0,3.0,1.0,4.0,a Facebook post,LIAR,0.0,0.0,-0.5423
2781.json,false,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,"taxes,abc-news-week",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,"an interview on ""This Week with Christiane Amanpour.""",LIAR,0.05,0.0,0.0
12744.json,mostly-true,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",taxes,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,his acceptance speech at the Republican Natiional Convention in Cleveland,LIAR,0.0,0.0,0.3182
6224.json,half-true,"Says cuts by Gov. Rick Perrys administration left 12,000 teachers without a job.","education,state-budget",julian-castro,"Mayor, San Antonio",Texas,democrat,0.0,0.0,3.0,3.0,0.0,his speech at the Texas Democratic Party State Convention in Houston,LIAR,0.0,0.0,-0.296
4817.json,false,Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way.,"economy,labor,unions",maurice-thompson,Executive director of the 1851 Center for Constitutional Law,Ohio,none,0.0,1.0,0.0,0.0,0.0,a news conference,LIAR,0.0,0.0,-0.5139
443.json,half-true,Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.,energy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a TV ad airing in Pennsylvania.,LIAR,0.0,0.0,0.2732
8778.json,true,"For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.","economy,energy,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at North Carolina State University,LIAR,0.0,0.0,0.4215
6343.json,barely-true,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.,"candidates-biography,foreign-policy,message-machine-2012,sports",priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,a video shown on cable news shows,LIAR,0.0,0.0,0.0
3127.json,half-true,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,environment,dennis-jones,State Senator,Florida,republican,0.0,0.0,1.0,0.0,0.0,a state Senate committee hearing.,LIAR,0.0,0.0,0.0
